x,y
0.12888499653117502,1.4273832832216218
0.35347287286673157,1.9469397568102158
0.05998539467041342,2.1024070646535153
0.061093316742147574,0.7573123466109941
0.28288694725391195,1.622724361663473
0.2515927235286157,0.8129457736599881
0.5877630959174421,1.4506744693116076
0.04636987259994152,0.9550429311977695
0.6898674921083658,2.0154855594066303
0.027233079643973035,1.2109033029890923
0.0068036979724506175,1.50262820628422
0.06181119370596588,0.9108509484682807
0.7326677731563619,0.8259445665566553
0.13547884255361287,1.3070494643542985
0.9444550871275437,0.8753795975746428
0.5053813593514833,2.0716568367474886
0.07559648315607681,1.596721315480032
0.4467117619990194,1.5430257509417498
0.8846660175421416,0.6688636976661109
0.9868193305463656,2.0629265646073445
0.14527795886319717,2.1809332279842435
0.5044306375439573,2.0647093777293004
0.7006932901174177,1.799036970717153
0.5910314538401048,1.258156878535446
0.331605012317957,2.387520697213591
0.8572553474086192,1.9321288153782443
0.5231604140191067,1.7140222720017906
0.3446270698996974,1.2708417919235497
0.4834885298792718,0.5439458541734623
0.6617954344020693,2.2028798713908526
0.25026762417859805,0.8465939281738766
0.03512933530571516,1.8072812650906669
0.19171616924758084,2.2090960267339077
0.2935320361753936,2.339666244469422
0.24198190676667442,1.3489021587254721
0.9943544913651065,0.9484072499326388
0.2156348758712332,1.6361837039725176
0.3838967883636757,2.399559051551198
0.7342882937508988,0.699974276292681
0.1748211676871474,2.1801313472619466
0.8448469348880199,1.274566037997587
0.32114272808626465,1.7778738036794728
0.6531397312826954,0.8394185535451534
0.2783416333376909,1.2318631227796963
0.06658127327842078,0.8050937257581788
0.7329383303033482,1.3612215557738396
0.45570264788438886,2.205821083080877
0.509910339696124,1.4658194731887706
0.9135642323651627,1.0783788995461658
0.8165985787879791,0.5410767184843415
0.769524524879791,1.404201383943469
0.19890849536754174,1.075693466799798
0.5200989152126327,1.4635766217723176
0.6339334219594523,0.45382713526803775
0.3829033243984954,1.2971679828907945
0.109674878140123,1.2627512651253112
0.8251595560013772,0.5382203177769312
0.38316003690657474,1.4382586470441163
0.19253137087091032,0.9216262768478715
0.7429283437317137,1.0664561693045975
0.12455181418038874,0.6721017888266293
0.8320191481575571,1.889245680096526
0.38884416078787876,1.5809237065663935
0.5769102380302672,1.8078581175770307
0.1510744182167486,0.9335499913292153
0.09428744689790469,1.217640709762656
0.8710953504731022,1.3677954268565249
0.38975803612817017,1.4843754853507396
0.28350838787019317,2.2940203755665554
0.19184040910738143,1.6844011291725385
4.808664362521142e-05,2.2432501717835587
0.8267863686558239,0.4637705143154475
0.8106051758438906,1.147512040657818
0.2931992548256366,0.6647198003264908
0.11661230267142597,1.2591838102878765
0.38045130552195827,2.034620535075028
0.07159748042659175,0.6655296437372603
0.733279646242908,1.538455281996898
0.8472511895821593,0.8061453531457166
0.2397071715098359,1.8259572496798393
0.11606556252634725,2.0758662405379065
0.6768492419757921,0.9123358383150493
0.37991028469509847,1.975956392853316
0.8872426386232523,0.5585366542234744
0.7590245427976698,1.356186656906571
0.7758345857380868,0.4755763117566191
0.3419455332953236,1.1818758418330393
0.562835739488636,0.8065062853679619
0.6466288531118037,0.8304809654255708
0.14818313554519624,0.9346288924285223
0.020738030158855558,0.6520154272916283
0.6504231840303215,0.7458158316670644
0.5315045690434366,0.7458390324890036
0.14248146589624133,0.6007473542703301
0.7197957042644954,1.3650616665881736
0.20934449065361682,1.9278988850648189
0.4326004490468801,1.2108518194893134
0.590853738331078,0.6698027066886159
0.7132702769779969,1.4010142106666494
0.3736412186434708,1.286201390121612
